well_name,crb_desc,cut_bk,new_pool_desc,well_redrill,REDRILL_WELL_NAME
D111,43               ,43,TE90S            ,B,D111B
J433,4                ,4,R6S              ,C,J433C
D114,43               ,43,TE90S            , ,D114 
D627,27               ,27,UF08             ,A,D627A
A550,4                ,4,R6S              , ,A550 
D817,21-43            ,21,R90S-TE90S       , ,D817 
D817,21-43            ,43,R90S-TE90S       , ,D817 
J552,36               ,36,R6S              , ,J552 
J412,5                ,5,R6S              , ,J412 
D736,24               ,24,TE08A            , ,D736 
D448,43               ,43,TE90S            ,A,D448A
D833,21-43            ,21,R90S-TE90S       , ,D833 
D833,21-43            ,43,R90S-TE90S       , ,D833 
B603,5                ,5,R6S              , ,B603 
C721,43               ,43,TE90S            ,A,C721A
D820,15-21            ,15,R08A-R90S        ,A,D820A
D443,15-21            ,15,R08A-R90S        , ,D443 
D443,15-21            ,21,R08A-R90S        , ,D443 
D820,15-21            ,21,R08A-R90S        ,A,D820A
D810,22-43            ,22,R90S-TE90S       , ,D810 
D810,22-43            ,43,R90S-TE90S       , ,D810 
B522,24               ,24,TE08A            , ,B522 
B527,7-24             ,7,R07S-TE08A       , ,B527 
B527,7-24             ,24,R07S-TE08A       , ,B527 
A803,2                ,2,R6N              , ,A803 
B406,24-27            ,24,TE08A-UF08       ,B,B406B
B406,24-27            ,27,TE08A-UF08       ,B,B406B
A808,5                ,5,R6S              , ,A808 
D444,21               ,21,R90S             , ,D444 
A754,4                ,4,R6S              , ,A754 
C642,21-22            ,21,R90S             , ,C642 
C642,21-22            ,22,R90S             , ,C642 
C520,22-43            ,43,R90S-TE90S       ,A,C520A
A361,4                ,4,R6S              ,B,A361B
D737,4-39             ,4,R6S-UT06E        , ,D737 
D737,4-39             ,39,R6S-UT06E        , ,D737 
C840,22-43            ,22,R90S-TE90S       , ,C840 
C840,22-43            ,43,R90S-TE90S       , ,C840 
C213,33               ,33,R90N             ,B,C213B
C520,22-43            ,22,R90S-TE90S       ,A,C520A
D540,5                ,5,R6S              , ,D540 
A742,3                ,3,R6N              , ,A742 
A774,38               ,38,UT06W            , ,A774 
A743,3                ,3,R6N              , ,A743 
C515,21               ,21,R90S             ,A,C515A
D829,15-43            ,15,R08A-TE90S       , ,D829 
D829,15-43            ,43,R08A-TE90S       , ,D829 
A826,38               ,38,UT06W            , ,A826 
A869,1                ,1,R6N              ,A,A869A
A648,38               ,38,UT06W            , ,A648 
D212,24-27            ,27,TE08A-UF08       ,A,D212A
B636,12-40            ,12,R07S-UT07        ,A,B636A
B636,12-40            ,40,R07S-UT07        ,A,B636A
D316,15               ,15,R08A             ,B,D316B
D615,5                ,5,R6S              ,B,D615B
D212,24-27            ,24,TE08A-UF08       ,A,D212A
C668,42               ,42,TE90N            ,A,C668A
D314,21               ,21,R90S             ,B,D314B
D842,15               ,15,R08A             ,A,D842A
D824,21               ,21,R90S             ,A,D824A
D437,21               ,21,R90S             ,A,D437A
D802,15-24            ,15,R08A-TE08A       , ,D802 
D802,15-24            ,24,R08A-TE08A       , ,D802 
A750,38               ,38,UT06W            , ,A750 
A820,4                ,4,R6S              , ,A820 
J442,36               ,36,R6S              ,C,J442C
A772,38               ,38,UT06W            , ,A772 
D416,46               ,46,UF90             ,A,D416A
J447,36               ,36,R6S              ,A,J447A
C139,46               ,46,UF90             ,A,C139A
A209,1                ,1,R6N              ,A,A209A
D804,15-24            ,24,R08A-TE08A       , ,D804 
D804,15-24            ,15,R08A-TE08A       , ,D804 
D580,21               ,21,R90S             ,A,D580A
A661,38-41            ,38,UT06W-LT06       ,A,A661A
A661,38-41            ,41,UT06W-LT06       ,A,A661A
D306,21               ,21,R90S             ,A,D306A
C802,45               ,45,UF90             ,A,C802A
D433,7                ,7,R07S             ,A,D433A
D743,3-4              ,3,R6S              ,A,D743A
J512,5                ,5,R6S              , ,J512 
D743,3-4              ,4,R6S              ,A,D743A
B808,40               ,40,UT07             ,Z,B808Z
C346,33               ,33,R90N             , ,C346 
D533,5                ,5,R6S              , ,D533 
C522,21               ,21,R90S             ,A,C522A
B303,14               ,14,R08A             , ,B303 
A669,3                ,3,R6S              ,A,A669A
A640,38               ,38,UT06W            ,A,A640A
C642,21-22            ,21,R90S             , ,C642 
C642,21-22            ,22,R90S             , ,C642 
D411,21               ,21,R90S             ,A,D411A
D107,15               ,15,R08A             ,A,D107A
C440,20               ,20,R90N             ,Z,C440Z
D621,46               ,46,UF90             ,A,D621A
D450,21               ,21,R90S             ,A,D450A
A241,2-3              ,2,R6N-R6S          ,B,A241B
A241,2-3              ,3,R6N-R6S          ,B,A241B
B608,13-15            ,13,R07S-R08A        ,Z,B608Z
B608,13-15            ,15,R07S-R08A        ,Z,B608Z
B530,13-15            ,13,R07S-R08A        ,Z,B530Z
B530,13-15            ,15,R07S-R08A        ,Z,B530Z
D626,46               ,46,UF90             ,A,D626A
C747,17               ,17,R90N             , ,C747 
D708,15               ,15,R08A             , ,D708 
B538,24               ,24,TE08A            , ,B538 
D496,21               ,21,R90S             ,B,D496B
D424,15               ,15,R08A             ,A,D424A
A146,5                ,5,R6S              ,A,A146A
D406,7                ,7,R07S             ,B,D406B
A267,3                ,3,R6S              , ,A267 
C459,43               ,43,TE90S            , ,C459 
D210,21               ,21,R90S             ,B,D210B
D303,43               ,43,TE90S            , ,D303 
A360,4                ,4,R6S              ,B,A360B
D574,5                ,5,R6S              , ,D574 
A402,4                ,4,R6S              ,A,A402A
D547,5                ,5,R6S              , ,D547 
D405,22               ,22,R90S             ,B,D405B
D839,22               ,22,R90S             ,A,D839A
A314,3                ,3,R6S              ,B,A314B
J557,5-36             ,5,R6S              , ,J557 
J557,5-36             ,36,R6S              , ,J557 
D594,43               ,43,TE90s            ,B,D594B
C355,33               ,33,R90N             ,Y,C355Y
D573,21               ,21,R90S             ,A,D573A
B762,4                ,4,R6S              , ,B762 
D535,46               ,46,UF90             ,A,D535A
D310,24               ,24,TE08A            ,A,D310A
B115,10-11            ,11,R07N             , ,B115 
B116,10-11            ,11,R07N             ,B,B116B
B116,10-11            ,10,R07N             , ,B116 
B116,10-11            ,11,R07N             , ,B116 
B116,10-11            ,10,R07N             ,A,B116A
B116,10-11            ,11,R07N             ,A,B116A
B116,10-11            ,10,R07N             ,B,B116B
B116,10-11            ,11,R07N             ,B,B116B
B115,10-11            ,10,R07N             , ,B115 
B115,10-11            ,11,R07N             , ,B115 
B116,10-11            ,10,R07N             ,B,B116B
B117,9                ,9,R07N             , ,B117 
B119,9-10             ,9,R07N             , ,B119 
B118,11               ,11,R07N             , ,B118 
B118,11               ,11,R07N             ,A,B118A
B118,10               ,10,R07N             ,B,B118B
B119,9-10             ,10,R07N             , ,B119 
B121,10               ,10,R07N             , ,B121 
B119,9-10             ,9,R07N             , ,B119 
B119,9-10             ,10,R07N             , ,B119 
B120,10               ,10,R07N             , ,B120 
B118,10               ,10,R07N             ,B,B118B
B118,10               ,10,R07N             ,B,B118B
B121,10               ,10,R07N             ,A,B121A
B122,11               ,11,R07N             , ,B122 
B122,10               ,10,R07N             ,A,B122A
B123,10-11            ,11,R07N             ,B,B123B
B123,10-11            ,10,R07N             , ,B123 
B123,10-11            ,11,R07N             , ,B123 
B123,10-11            ,10,R07N             ,A,B123A
B123,10-11            ,11,R07N             ,A,B123A
B123,10-11            ,10,R07N             ,B,B123B
B123,10-11            ,10,R07N             ,B,B123B
B123,10-11            ,11,R07N             ,B,B123B
B124,10               ,10,R07N             , ,B124 
B125,10               ,10,R07N             , ,B125 
B126,10               ,10,R07N             , ,B126 
B126,10               ,10,R07N             , ,B126 
B126,10               ,10,R07N             ,A,B126A
B127,10               ,10,R07N             , ,B127 
B128,10               ,10,R07N             , ,B128 
B129,10-11            ,10,R07N             , ,B129 
B129,10-11            ,11,R07N             , ,B129 
B130,10               ,10,R07N             , ,B130 
B130,10               ,10,R07N             ,A,B130A
B130,10               ,10,R07N             ,B,B130B
B131,12               ,12,R07S             , ,B131 
B132,10               ,10,R07N             , ,B132 
B133,10               ,10,R07N             , ,B133 
B133,10               ,10,R07N             ,A,B133A
B135,10               ,10,R07N             , ,B135 
B136,11               ,11,R07N             , ,B136 
B131,12               ,12,R07S             , ,B131 
B137,10               ,10,R07N             , ,B137 
B138,11               ,11,R07N             , ,B138 
B140,10               ,10,R07N             , ,B140 
B140,10               ,10,R07N             ,A,B140A
B201,11               ,11,R07N             , ,B201 
B202,12               ,12,R07S             , ,B202 
B204,14               ,14,R08A             , ,B204 
B205,11               ,11,R07N             , ,B205 
B206,14               ,14,R08A             , ,B206 
B137,10               ,10,R07N             , ,B137 
B138,11               ,11,R07N             , ,B138 
B207,10               ,10,R07N             , ,B207 
B208,14               ,14,R08A             , ,B208 
B210,14               ,14,R08A             , ,B210 
B210,14               ,14,R08A             ,A,B210A
B212,14               ,14,R08A             , ,B212 
B213,14               ,14,R08A             , ,B213 
B214,14               ,14,R08A             , ,B214 
B215,14               ,14,R08A             , ,B215 
B216,14               ,14,R08A             , ,B216 
B208,14               ,14,R08A             , ,B208 
B216,14               ,14,R08A             , ,B216 
B216,14               ,14,R08A             , ,B216 
B217,14               ,14,R08A             , ,B217 
B218,14               ,14,R08A             , ,B218 
B219,16               ,16,R08B             , ,B219 
B220,11               ,11,R07N             , ,B220 
B221,14               ,14,R08A             , ,B221 
B221,14               ,14,R08A             , ,B221 
B221,14               ,14,R08A             , ,B221 
B218,14               ,14,R08A             , ,B218 
B225,10               ,10,R07N             , ,B225 
B226,12               ,12,R07S             , ,B226 
B227,14               ,14,R08A             , ,B227 
B227,14               ,14,R08A             ,A,B227A
B228,14               ,14,R08A             , ,B228 
B229,14-16            ,14,R08A-R08B        , ,B229 
B229,14-16            ,16,R08A-R08B        , ,B229 
B230,12               ,12,R07S             , ,B230 
B225,10               ,10,R07N             , ,B225 
B229,14               ,14,R08A             , ,B229 
B231,10               ,10,R07N             , ,B231 
B231,10               ,10,R07N             ,A,B231A
B232,10               ,10,R07N             , ,B232 
B232,10               ,10,R07N             ,A,B232A
B232,10               ,10,R07N             ,B,B232B
B233,14               ,14,R08A             , ,B233 
B234,11               ,11,R07N             , ,B234 
B235,10-11            ,11,R07N             , ,B235 
B235,10-11            ,10,R07N             , ,B235 
B235,10-11            ,10,R07N             , ,B235 
B235,10-11            ,11,R07N             , ,B235 
B238,14               ,14,R08A             , ,B238 
B236,10               ,10,R07N             , ,B236 
B237,14-16            ,14,R08A-R08B        , ,B237 
B237,14-16            ,16,R08A-R08B        , ,B237 
B238,14               ,14,R08A             , ,B238 
B239,16               ,16,R08B             , ,B239 
B239,14               ,14,R08A             ,A,B239A
B240,14               ,14,R08A             , ,B240 
